,sample,population,percentage,count,total_count
914,sample00914,nk_cell,0.22244147925410845,21305,95778
915,sample00915,b_cell,0.07866333028328136,8425,107102
915,sample00915,cd4_t_cell,0.19434744449216634,20815,107102
915,sample00915,cd8_t_cell,0.2993034677223581,32056,107102
915,sample00915,monocyte,0.2305559186569812,24693,107102
915,sample00915,nk_cell,0.19712983884521298,21113,107102
916,sample00916,b_cell,0.05945738663598888,6202,104310
916,sample00916,cd4_t_cell,0.26760617390470715,27914,104310
916,sample00916,cd8_t_cell,0.22357396222797432,23321,104310
916,sample00916,monocyte,0.26294698494871055,27428,104310
916,sample00916,nk_cell,0.1864154922826191,19445,104310
917,sample00917,b_cell,0.06797049726385915,7142,105075
917,sample00917,cd4_t_cell,0.3062479181536997,32179,105075
917,sample00917,cd8_t_cell,0.26787532714727574,28147,105075
917,sample00917,monocyte,0.2362883654532477,24828,105075
917,sample00917,nk_cell,0.12161789198191768,12779,105075
918,sample00918,b_cell,0.07045565805008687,7340,104179
918,sample00918,cd4_t_cell,0.2949058831434358,30723,104179
918,sample00918,cd8_t_cell,0.30989930792194204,32285,104179
918,sample00918,monocyte,0.18899202334443602,19689,104179
918,sample00918,nk_cell,0.13574712754009927,14142,104179
919,sample00919,b_cell,0.12033235688072395,11050,91829
919,sample00919,cd4_t_cell,0.3494429864204118,32089,91829
919,sample00919,cd8_t_cell,0.19319604917836414,17741,91829
919,sample00919,monocyte,0.15442833963127117,14181,91829
919,sample00919,nk_cell,0.1826002678892289,16768,91829
920,sample00920,b_cell,0.09285992976980101,8568,92268
920,sample00920,cd4_t_cell,0.3107794685047904,28675,92268
920,sample00920,cd8_t_cell,0.2205423332032774,20349,92268
920,sample00920,monocyte,0.2666038063033771,24599,92268
920,sample00920,nk_cell,0.10921446221875407,10077,92268
921,sample00921,b_cell,0.09238586019228982,8946,96833
921,sample00921,cd4_t_cell,0.355477987876034,34422,96833
921,sample00921,cd8_t_cell,0.185618539134386,17974,96833
921,sample00921,monocyte,0.22665826732622144,21948,96833
921,sample00921,nk_cell,0.13985934547106874,13543,96833
922,sample00922,b_cell,0.0807180837492218,7909,97983
922,sample00922,cd4_t_cell,0.31943296286090445,31299,97983
922,sample00922,cd8_t_cell,0.16160966698304807,15835,97983
922,sample00922,monocyte,0.2445424206239858,23961,97983
922,sample00922,nk_cell,0.19369686578283987,18979,97983
923,sample00923,b_cell,0.07540560654924336,7599,100775
923,sample00923,cd4_t_cell,0.4055569337633342,40870,100775
923,sample00923,cd8_t_cell,0.20807740014884643,20969,100775
923,sample00923,monocyte,0.194621681964773,19613,100775
923,sample00923,nk_cell,0.11633837757380303,11724,100775
924,sample00924,b_cell,0.09632361371192724,10082,104668
924,sample00924,cd4_t_cell,0.28089769557075706,29401,104668
924,sample00924,cd8_t_cell,0.2415542477165896,25283,104668
924,sample00924,monocyte,0.20068215691519853,21005,104668
924,sample00924,nk_cell,0.18054228608552758,18897,104668
925,sample00925,b_cell,0.1091112298945527,11227,102895
925,sample00925,cd4_t_cell,0.3143204237329316,32342,102895
925,sample00925,cd8_t_cell,0.2101657029010156,21625,102895
925,sample00925,monocyte,0.2266582438408086,23322,102895
925,sample00925,nk_cell,0.1397443996306915,14379,102895
926,sample00926,b_cell,0.08357119511929403,7671,91790
926,sample00926,cd4_t_cell,0.2834622507898464,26019,91790
926,sample00926,cd8_t_cell,0.24491774703126704,22481,91790
926,sample00926,monocyte,0.252576533391437,23184,91790
926,sample00926,nk_cell,0.13547227366815556,12435,91790
927,sample00927,b_cell,0.08619121718570014,8530,98966
927,sample00927,cd4_t_cell,0.3299415961037124,32653,98966
927,sample00927,cd8_t_cell,0.256148576278722,25350,98966
927,sample00927,monocyte,0.21398257987591698,21177,98966
927,sample00927,nk_cell,0.11373603055594851,11256,98966
928,sample00928,b_cell,0.09889478972297976,8957,90571
928,sample00928,cd4_t_cell,0.3360126309745945,30433,90571
928,sample00928,cd8_t_cell,0.21491426615583353,19465,90571
928,sample00928,monocyte,0.2160846186969339,19571,90571
928,sample00928,nk_cell,0.13409369444965827,12145,90571
929,sample00929,b_cell,0.08542480191075558,9013,105508
929,sample00929,cd4_t_cell,0.330268794783334,34846,105508
929,sample00929,cd8_t_cell,0.2925654926640634,30868,105508
929,sample00929,monocyte,0.17968305720893202,18958,105508
929,sample00929,nk_cell,0.11205785343291504,11823,105508
930,sample00930,b_cell,0.09445459483482298,9564,101255
930,sample00930,cd4_t_cell,0.3088736358698336,31275,101255
930,sample00930,cd8_t_cell,0.29429657794676806,29799,101255
930,sample00930,monocyte,0.21053775122216187,21318,101255
930,sample00930,nk_cell,0.09183744012641351,9299,101255
931,sample00931,b_cell,0.09075685472332037,8563,94351
931,sample00931,cd4_t_cell,0.2861124948331231,26995,94351
931,sample00931,cd8_t_cell,0.2966794204618923,27992,94351
931,sample00931,monocyte,0.20028404574408326,18897,94351
931,sample00931,nk_cell,0.12616718423758094,11904,94351
932,sample00932,b_cell,0.06342024063451304,6125,96578
932,sample00932,cd4_t_cell,0.30815506637122325,29761,96578
932,sample00932,cd8_t_cell,0.3603408643790511,34801,96578
932,sample00932,monocyte,0.14350059019652509,13859,96578
932,sample00932,nk_cell,0.12458323841868749,12032,96578
933,sample00933,b_cell,0.1043394499831431,10832,103815
933,sample00933,cd4_t_cell,0.31182391754563404,32372,103815
933,sample00933,cd8_t_cell,0.28405336415739535,29489,103815
933,sample00933,monocyte,0.11283533208110581,11714,103815
933,sample00933,nk_cell,0.18694793623272166,19408,103815
934,sample00934,b_cell,0.08155595632782212,7552,92599
934,sample00934,cd4_t_cell,0.3283836758496312,30408,92599
934,sample00934,cd8_t_cell,0.23416019611442887,21683,92599
934,sample00934,monocyte,0.24907396408168556,23064,92599
934,sample00934,nk_cell,0.10682620762643225,9892,92599
935,sample00935,b_cell,0.10113424569998403,9496,93895
935,sample00935,cd4_t_cell,0.37156398104265403,34888,93895
935,sample00935,cd8_t_cell,0.23147132435166942,21734,93895
935,sample00935,monocyte,0.10688535065764951,10036,93895
935,sample00935,nk_cell,0.18894509824804304,17741,93895
936,sample00936,b_cell,0.1027104448890784,9394,91461
936,sample00936,cd4_t_cell,0.3000732552672724,27445,91461
936,sample00936,cd8_t_cell,0.2799116563343939,25601,91461
936,sample00936,monocyte,0.16302030373601864,14910,91461
936,sample00936,nk_cell,0.1542843397732367,14111,91461
937,sample00937,b_cell,0.0730729936419453,7367,100817
937,sample00937,cd4_t_cell,0.3659402680103554,36893,100817
937,sample00937,cd8_t_cell,0.16212543519446126,16345,100817
937,sample00937,monocyte,0.2960016663856294,29842,100817
937,sample00937,nk_cell,0.10285963676760863,10370,100817
938,sample00938,b_cell,0.13381299585648668,12498,93399
938,sample00938,cd4_t_cell,0.3296930373986873,30793,93399
938,sample00938,cd8_t_cell,0.1955802524652298,18267,93399
938,sample00938,monocyte,0.17609396246212486,16447,93399
938,sample00938,nk_cell,0.16481975181747127,15394,93399
939,sample00939,b_cell,0.08295549457105357,8343,100572
939,sample00939,cd4_t_cell,0.26095732410611305,26245,100572
939,sample00939,cd8_t_cell,0.2945352583223959,29622,100572
939,sample00939,monocyte,0.19225032812313567,19335,100572
939,sample00939,nk_cell,0.16930159487730184,17027,100572
940,sample00940,b_cell,0.18253756820491568,18500,101349
940,sample00940,cd4_t_cell,0.32646597401059707,33087,101349
940,sample00940,cd8_t_cell,0.21613434765019882,21905,101349
940,sample00940,monocyte,0.15601535288952037,15812,101349
940,sample00940,nk_cell,0.11884675724476808,12045,101349
941,sample00941,b_cell,0.094666905372879,9518,100542
941,sample00941,cd4_t_cell,0.25537586282349667,25676,100542
941,sample00941,cd8_t_cell,0.1999065067335044,20099,100542
941,sample00941,monocyte,0.258220445187086,25962,100542
941,sample00941,nk_cell,0.19183027988303394,19287,100542
942,sample00942,b_cell,0.09474153038797069,9785,103281
942,sample00942,cd4_t_cell,0.35607711002023607,36776,103281
942,sample00942,cd8_t_cell,0.24320058868523736,25118,103281
942,sample00942,monocyte,0.15258372788799487,15759,103281
942,sample00942,nk_cell,0.15339704301856102,15843,103281
943,sample00943,b_cell,0.11230843804765278,12048,107276
943,sample00943,cd4_t_cell,0.3988869831089899,42791,107276
943,sample00943,cd8_t_cell,0.2699205786942093,28956,107276
943,sample00943,monocyte,0.1352026548342593,14504,107276
943,sample00943,nk_cell,0.0836813453148887,8977,107276
944,sample00944,b_cell,0.06534273516573127,6811,104235
944,sample00944,cd4_t_cell,0.32889144721062985,34282,104235
944,sample00944,cd8_t_cell,0.25201707679762075,26269,104235
944,sample00944,monocyte,0.2037607329591788,21239,104235
944,sample00944,nk_cell,0.14998800786683936,15634,104235
945,sample00945,b_cell,0.1138645904610434,12314,108146
945,sample00945,cd4_t_cell,0.2246777504484678,24298,108146
945,sample00945,cd8_t_cell,0.3351672738705084,36247,108146
945,sample00945,monocyte,0.21069665082388622,22786,108146
945,sample00945,nk_cell,0.11559373439609417,12501,108146
946,sample00946,b_cell,0.06108488595538474,5849,95752
946,sample00946,cd4_t_cell,0.2919312390341716,27953,95752
946,sample00946,cd8_t_cell,0.25042818948951456,23979,95752
946,sample00946,monocyte,0.1767064917704069,16920,95752
946,sample00946,nk_cell,0.21984919375052217,21051,95752
947,sample00947,b_cell,0.14491337267776155,15273,105394
947,sample00947,cd4_t_cell,0.3009184583562632,31715,105394
947,sample00947,cd8_t_cell,0.27660018596884073,29152,105394
947,sample00947,monocyte,0.1451221132132759,15295,105394
947,sample00947,nk_cell,0.13244586978385867,13959,105394
948,sample00948,b_cell,0.06541552552417726,5828,89092
948,sample00948,cd4_t_cell,0.3212858618057738,28624,89092
948,sample00948,cd8_t_cell,0.2735935886499349,24375,89092
948,sample00948,monocyte,0.190050734072644,16932,89092
948,sample00948,nk_cell,0.14965428994747004,13333,89092
949,sample00949,b_cell,0.1142608908740546,10258,89777
949,sample00949,cd4_t_cell,0.28143065595865313,25266,89777
949,sample00949,cd8_t_cell,0.31601635162680863,28371,89777
949,sample00949,monocyte,0.1886006438174588,16932,89777
949,sample00949,nk_cell,0.09969145772302483,8950,89777
950,sample00950,b_cell,0.09120941459128172,8200,89903
950,sample00950,cd4_t_cell,0.24854565476124268,22345,89903
950,sample00950,cd8_t_cell,0.29487336351400956,26510,89903
950,sample00950,monocyte,0.19457637676162085,17493,89903
950,sample00950,nk_cell,0.1707951903718452,15355,89903
951,sample00951,b_cell,0.1570179274158286,14364,91480
951,sample00951,cd4_t_cell,0.24391123742894621,22313,91480
951,sample00951,cd8_t_cell,0.19983602973327502,18281,91480
951,sample00951,monocyte,0.2115325754263227,19351,91480
951,sample00951,nk_cell,0.18770222999562747,17171,91480
952,sample00952,b_cell,0.09267349042866405,8719,94083
952,sample00952,cd4_t_cell,0.29060510400391143,27341,94083
952,sample00952,cd8_t_cell,0.2707396660395608,25472,94083
952,sample00952,monocyte,0.20267210867000415,19068,94083
952,sample00952,nk_cell,0.14330963085785955,13483,94083
953,sample00953,b_cell,0.02452626187901895,2586,105438
953,sample00953,cd4_t_cell,0.24557559893017697,25893,105438
953,sample00953,cd8_t_cell,0.24143098313700942,25456,105438
953,sample00953,monocyte,0.31905005785390467,33640,105438
953,sample00953,nk_cell,0.16941709819988998,17863,105438
954,sample00954,b_cell,0.10320546093803559,10538,102107
954,sample00954,cd4_t_cell,0.3170301742289951,32371,102107
954,sample00954,cd8_t_cell,0.2800983282243137,28600,102107
954,sample00954,monocyte,0.19233744992997542,19639,102107
954,sample00954,nk_cell,0.10732858667868021,10959,102107
955,sample00955,b_cell,0.1140880652100973,11561,101334
955,sample00955,cd4_t_cell,0.26783705370359406,27141,101334
955,sample00955,cd8_t_cell,0.243916158446326,24717,101334
955,sample00955,monocyte,0.20870586377721198,21149,101334
955,sample00955,nk_cell,0.16545285886277064,16766,101334
956,sample00956,b_cell,0.06271967097877519,5978,95313
956,sample00956,cd4_t_cell,0.3449791738797436,32881,95313
956,sample00956,cd8_t_cell,0.21638181570195042,20624,95313
956,sample00956,monocyte,0.20371827557625927,19417,95313
956,sample00956,nk_cell,0.17220106386327153,16413,95313
957,sample00957,b_cell,0.09365581604964932,9975,106507
957,sample00957,cd4_t_cell,0.4146769695888533,44166,106507
957,sample00957,cd8_t_cell,0.23956171894805037,25515,106507
957,sample00957,monocyte,0.13775620381758946,14672,106507
957,sample00957,nk_cell,0.11434929159585755,12179,106507
958,sample00958,b_cell,0.048492664839593747,4512,93045
958,sample00958,cd4_t_cell,0.31497662421408995,29307,93045
958,sample00958,cd8_t_cell,0.2746413025955183,25554,93045
958,sample00958,monocyte,0.24996507066473211,23258,93045
958,sample00958,nk_cell,0.11192433768606588,10414,93045
959,sample00959,b_cell,0.1502343884397041,13973,93008
959,sample00959,cd4_t_cell,0.20461680715637365,19031,93008
959,sample00959,cd8_t_cell,0.22310984001376225,20751,93008
959,sample00959,monocyte,0.18485506623086187,17193,93008
959,sample00959,nk_cell,0.23718389815929813,22060,93008
960,sample00960,b_cell,0.09895990808490053,9819,99222
960,sample00960,cd4_t_cell,0.2782044304690492,27604,99222
960,sample00960,cd8_t_cell,0.20398701900788133,20240,99222
960,sample00960,monocyte,0.1987764810223539,19723,99222
960,sample00960,nk_cell,0.22007216141581504,21836,99222
961,sample00961,b_cell,0.023301349351903533,2630,112869
961,sample00961,cd4_t_cell,0.39168416482825225,44209,112869
961,sample00961,cd8_t_cell,0.2329160354038753,26289,112869
961,sample00961,monocyte,0.19094702708449618,21552,112869
961,sample00961,nk_cell,0.16115142333147278,18189,112869
962,sample00962,b_cell,0.09528803274348897,9359,98218
962,sample00962,cd4_t_cell,0.40115864709116456,39401,98218
962,sample00962,cd8_t_cell,0.21352501578122138,20972,98218
962,sample00962,monocyte,0.21475696919098333,21093,98218
962,sample00962,nk_cell,0.07527133519314179,7393,98218
963,sample00963,b_cell,0.10300712835764528,10910,105915
963,sample00963,cd4_t_cell,0.2853231364773639,30220,105915
963,sample00963,cd8_t_cell,0.2380399376858802,25212,105915
963,sample00963,monocyte,0.21606004815181987,22884,105915
963,sample00963,nk_cell,0.15756974932729076,16689,105915
964,sample00964,b_cell,0.12919650740704405,13169,101930
964,sample00964,cd4_t_cell,0.33322868635337977,33966,101930
964,sample00964,cd8_t_cell,0.19579122927499265,19957,101930
964,sample00964,monocyte,0.20173648582360443,20563,101930
964,sample00964,nk_cell,0.1400470911409791,14275,101930
965,sample00965,b_cell,0.06933817903596022,7250,104560
965,sample00965,cd4_t_cell,0.2981828615149197,31178,104560
965,sample00965,cd8_t_cell,0.3255355776587605,34038,104560
965,sample00965,monocyte,0.1868496557000765,19537,104560
965,sample00965,nk_cell,0.12009372609028308,12557,104560
966,sample00966,b_cell,0.1017733061528682,9286,91242
966,sample00966,cd4_t_cell,0.2810438175401679,25643,91242
966,sample00966,cd8_t_cell,0.18552859428771837,16928,91242
966,sample00966,monocyte,0.2770873062843866,25282,91242
966,sample00966,nk_cell,0.15456697573485895,14103,91242
967,sample00967,b_cell,0.08735495640737362,8236,94282
967,sample00967,cd4_t_cell,0.3266052905114444,30793,94282
967,sample00967,cd8_t_cell,0.3300311830466049,31116,94282
967,sample00967,monocyte,0.11660762393670053,10994,94282
967,sample00967,nk_cell,0.1394009460978766,13143,94282
968,sample00968,b_cell,0.13467885882951247,13506,100283
968,sample00968,cd4_t_cell,0.27937935642132766,28017,100283
968,sample00968,cd8_t_cell,0.2370092637834927,23768,100283
968,sample00968,monocyte,0.17886381540241117,17937,100283
968,sample00968,nk_cell,0.17006870556325598,17055,100283
969,sample00969,b_cell,0.09044013460857243,8170,90336
969,sample00969,cd4_t_cell,0.3004339355295785,27140,90336
969,sample00969,cd8_t_cell,0.23899663478568897,21590,90336
969,sample00969,monocyte,0.223067215727949,20151,90336
969,sample00969,nk_cell,0.1470620793482111,13285,90336
970,sample00970,b_cell,0.07421655591941415,7003,94359
970,sample00970,cd4_t_cell,0.3088311660784875,29141,94359
970,sample00970,cd8_t_cell,0.28404285759704956,26802,94359
970,sample00970,monocyte,0.2300363505336004,21706,94359
970,sample00970,nk_cell,0.10287306987144841,9707,94359
971,sample00971,b_cell,0.0976546704407602,9660,98920
971,sample00971,cd4_t_cell,0.3100788515972503,30673,98920
971,sample00971,cd8_t_cell,0.21799433885968458,21564,98920
971,sample00971,monocyte,0.20699555196118075,20476,98920
971,sample00971,nk_cell,0.16727658714112414,16547,98920
972,sample00972,b_cell,0.11293487432058552,11511,101926
972,sample00972,cd4_t_cell,0.2209740399897965,22523,101926
972,sample00972,cd8_t_cell,0.27985989835763203,28525,101926
972,sample00972,monocyte,0.23423856523360084,23875,101926
972,sample00972,nk_cell,0.1519926220983851,15492,101926
973,sample00973,b_cell,0.10249040240288028,10305,100546
973,sample00973,cd4_t_cell,0.30756071847711497,30924,100546
973,sample00973,cd8_t_cell,0.2824577805183697,28400,100546
973,sample00973,monocyte,0.16983271338491834,17076,100546
973,sample00973,nk_cell,0.13765838521671672,13841,100546
974,sample00974,b_cell,0.10015255088247789,10373,103572
974,sample00974,cd4_t_cell,0.2920866643494381,30252,103572
974,sample00974,cd8_t_cell,0.271096435330012,28078,103572
974,sample00974,monocyte,0.212625033792917,22022,103572
974,sample00974,nk_cell,0.12403931564515507,12847,103572
975,sample00975,b_cell,0.1121232768034646,12013,107141
975,sample00975,cd4_t_cell,0.29826116986027756,31956,107141
975,sample00975,cd8_t_cell,0.23722944531038537,25417,107141
975,sample00975,monocyte,0.23032265892608805,24677,107141
975,sample00975,nk_cell,0.1220634490997844,13078,107141
976,sample00976,b_cell,0.10080730719099534,9977,98971
976,sample00976,cd4_t_cell,0.24785038041446483,24530,98971
976,sample00976,cd8_t_cell,0.2736053995614877,27079,98971
976,sample00976,monocyte,0.20245324387952027,20037,98971
976,sample00976,nk_cell,0.17528366895353184,17348,98971
977,sample00977,b_cell,0.08918781269660565,8931,100137
977,sample00977,cd4_t_cell,0.27890789618223033,27929,100137
977,sample00977,cd8_t_cell,0.26336918421762184,26373,100137
977,sample00977,monocyte,0.1922566084464284,19252,100137
977,sample00977,nk_cell,0.17627849845711374,17652,100137
978,sample00978,b_cell,0.08837028477629348,8183,92599
978,sample00978,cd4_t_cell,0.26512165358157214,24550,92599
978,sample00978,cd8_t_cell,0.2308556247907645,21377,92599
978,sample00978,monocyte,0.22058553548094473,20426,92599
978,sample00978,nk_cell,0.19506690137042518,18063,92599
979,sample00979,b_cell,0.12418546837922333,13188,106196
979,sample00979,cd4_t_cell,0.2677596142980903,28435,106196
979,sample00979,cd8_t_cell,0.2795868017627783,29691,106196
979,sample00979,monocyte,0.19914121059173603,21148,106196
979,sample00979,nk_cell,0.12932690496817206,13734,106196
980,sample00980,b_cell,0.10176428400669377,10642,104575
980,sample00980,cd4_t_cell,0.26705235476930433,27927,104575
980,sample00980,cd8_t_cell,0.2549079607936887,26657,104575
980,sample00980,monocyte,0.21193401864690414,22163,104575
980,sample00980,nk_cell,0.16434138178340904,17186,104575
981,sample00981,b_cell,0.07688203596009177,7205,93715
981,sample00981,cd4_t_cell,0.31520034146081205,29539,93715
981,sample00981,cd8_t_cell,0.22406231659819667,20998,93715
981,sample00981,monocyte,0.22946166568852372,21504,93715
981,sample00981,nk_cell,0.15439364029237582,14469,93715
982,sample00982,b_cell,0.08520026453932956,8245,96772
982,sample00982,cd4_t_cell,0.2574815029140661,24917,96772
982,sample00982,cd8_t_cell,0.22188236266688713,21472,96772
982,sample00982,monocyte,0.25302773529533334,24486,96772
982,sample00982,nk_cell,0.1824081345843839,17652,96772
983,sample00983,b_cell,0.11729981398049483,10909,93001
983,sample00983,cd4_t_cell,0.28437328630874936,26447,93001
983,sample00983,cd8_t_cell,0.289771077730347,26949,93001
983,sample00983,monocyte,0.19204094579628175,17860,93001
983,sample00983,nk_cell,0.11651487618412705,10836,93001
984,sample00984,b_cell,0.10389883621787419,9383,90309
984,sample00984,cd4_t_cell,0.3294909698922588,29756,90309
984,sample00984,cd8_t_cell,0.30121028911847103,27202,90309
984,sample00984,monocyte,0.11517124539082484,10401,90309
984,sample00984,nk_cell,0.15022865938057114,13567,90309
985,sample00985,b_cell,0.10447311179549028,9702,92866
985,sample00985,cd4_t_cell,0.29286283462192836,27197,92866
985,sample00985,cd8_t_cell,0.3380354489264101,31392,92866
985,sample00985,monocyte,0.1704606637520729,15830,92866
985,sample00985,nk_cell,0.09416794090409839,8745,92866
986,sample00986,b_cell,0.07826455624646693,8307,106140
986,sample00986,cd4_t_cell,0.3179856792915018,33751,106140
986,sample00986,cd8_t_cell,0.3027510834746561,32134,106140
986,sample00986,monocyte,0.18311663840211043,19436,106140
986,sample00986,nk_cell,0.11788204258526475,12512,106140
987,sample00987,b_cell,0.1024598360109326,9222,90006
987,sample00987,cd4_t_cell,0.21742994911450347,19570,90006
987,sample00987,cd8_t_cell,0.35660955936270916,32097,90006
987,sample00987,monocyte,0.22250738839632914,20027,90006
987,sample00987,nk_cell,0.10099326711552563,9090,90006
988,sample00988,b_cell,0.06390593534964067,6696,104779
988,sample00988,cd4_t_cell,0.30698899588658035,32166,104779
988,sample00988,cd8_t_cell,0.2070739365712595,21697,104779
988,sample00988,monocyte,0.20962215711163495,21964,104779
988,sample00988,nk_cell,0.21240897508088452,22256,104779
989,sample00989,b_cell,0.10802131164134605,11739,108673
989,sample00989,cd4_t_cell,0.26456433520745726,28751,108673
989,sample00989,cd8_t_cell,0.3049791576564556,33143,108673
989,sample00989,monocyte,0.17784546299448806,19327,108673
989,sample00989,nk_cell,0.14458973250025306,15713,108673
990,sample00990,b_cell,0.07943576884723742,8205,103291
990,sample00990,cd4_t_cell,0.267080384544636,27587,103291
990,sample00990,cd8_t_cell,0.23560619995933818,24336,103291
990,sample00990,monocyte,0.23862679226650918,24648,103291
990,sample00990,nk_cell,0.1792508543822792,18515,103291
991,sample00991,b_cell,0.045309538553922946,4829,106578
991,sample00991,cd4_t_cell,0.3142674848467789,33494,106578
991,sample00991,cd8_t_cell,0.20021017470772579,21338,106578
991,sample00991,monocyte,0.3187243145865,33969,106578
991,sample00991,nk_cell,0.12148848730507233,12948,106578
992,sample00992,b_cell,0.0763615317115065,8180,107122
992,sample00992,cd4_t_cell,0.3005451727936372,32195,107122
992,sample00992,cd8_t_cell,0.26901103414798083,28817,107122
992,sample00992,monocyte,0.21809712290659247,23363,107122
992,sample00992,nk_cell,0.13598513844028304,14567,107122
993,sample00993,b_cell,0.11751441624484715,10006,85147
993,sample00993,cd4_t_cell,0.2320105229779088,19755,85147
993,sample00993,cd8_t_cell,0.2105535133357605,17928,85147
993,sample00993,monocyte,0.2644133087483998,22514,85147
993,sample00993,nk_cell,0.1755082386930837,14944,85147
994,sample00994,b_cell,0.09348860409792034,9746,104248
994,sample00994,cd4_t_cell,0.3360831862481774,35036,104248
994,sample00994,cd8_t_cell,0.3316610390607014,34575,104248
994,sample00994,monocyte,0.16355229836543628,17050,104248
994,sample00994,nk_cell,0.07521487222776456,7841,104248
995,sample00995,b_cell,0.06174483565025334,5703,92364
995,sample00995,cd4_t_cell,0.284234117188515,26253,92364
995,sample00995,cd8_t_cell,0.257697804339353,23802,92364
995,sample00995,monocyte,0.276189857520246,25510,92364
995,sample00995,nk_cell,0.12013338530163267,11096,92364
996,sample00996,b_cell,0.09238251275457299,8909,96436
996,sample00996,cd4_t_cell,0.2843336513335269,27420,96436
996,sample00996,cd8_t_cell,0.20588784271433905,19855,96436
996,sample00996,monocyte,0.2676075324567589,25807,96436
996,sample00996,nk_cell,0.14978846074080218,14445,96436
997,sample00997,b_cell,0.07328041498028634,7007,95619
997,sample00997,cd4_t_cell,0.25438458883694665,24324,95619
997,sample00997,cd8_t_cell,0.3538313515096372,33833,95619
997,sample00997,monocyte,0.2189104675848942,20932,95619
997,sample00997,nk_cell,0.0995931770882356,9523,95619
998,sample00998,b_cell,0.030425242921324834,2912,95710
998,sample00998,cd4_t_cell,0.27708703374777977,26520,95710
998,sample00998,cd8_t_cell,0.2696478946818514,25808,95710
998,sample00998,monocyte,0.25084108243652703,24008,95710
998,sample00998,nk_cell,0.17199874621251698,16462,95710
999,sample00999,b_cell,0.10808290155440414,10430,96500
999,sample00999,cd4_t_cell,0.34735751295336786,33520,96500
999,sample00999,cd8_t_cell,0.2674093264248705,25805,96500
999,sample00999,monocyte,0.163720207253886,15799,96500
999,sample00999,nk_cell,0.1134300518134715,10946,96500
1000,sample01000,b_cell,0.09434263397048331,10049,106516
1000,sample01000,cd4_t_cell,0.3195294603627624,34035,106516
1000,sample01000,cd8_t_cell,0.28734650193398176,30607,106516
1000,sample01000,monocyte,0.15173307296556385,16162,106516
1000,sample01000,nk_cell,0.1470483307672087,15663,106516
1001,sample01001,b_cell,0.060023412653192304,5794,96529
1001,sample01001,cd4_t_cell,0.3257673859669115,31446,96529
1001,sample01001,cd8_t_cell,0.25192429218162415,24318,96529
1001,sample01001,monocyte,0.18247366076515867,17614,96529
1001,sample01001,nk_cell,0.17981124843311336,17357,96529
1002,sample01002,b_cell,0.05590252038547072,6033,107920
1002,sample01002,cd4_t_cell,0.3084507042253521,33288,107920
1002,sample01002,cd8_t_cell,0.28976093402520386,31271,107920
1002,sample01002,monocyte,0.2104799851742031,22715,107920
1002,sample01002,nk_cell,0.1354058561897702,14613,107920
1003,sample01003,b_cell,0.09553348612172141,9379,98175
1003,sample01003,cd4_t_cell,0.33681690858161445,33067,98175
1003,sample01003,cd8_t_cell,0.25840590781767253,25369,98175
1003,sample01003,monocyte,0.20143621084797556,19776,98175
1003,sample01003,nk_cell,0.10780748663101604,10584,98175
1004,sample01004,b_cell,0.06957164686745207,7057,101435
1004,sample01004,cd4_t_cell,0.35503524424508304,36013,101435
1004,sample01004,cd8_t_cell,0.19664809976832454,19947,101435
1004,sample01004,monocyte,0.19721003598363485,20004,101435
1004,sample01004,nk_cell,0.18153497313550548,18414,101435
1005,sample01005,b_cell,0.11416484289510709,11685,102352
1005,sample01005,cd4_t_cell,0.29319407534781927,30009,102352
1005,sample01005,cd8_t_cell,0.22998085039862434,23539,102352
1005,sample01005,monocyte,0.21114389557605126,21611,102352
1005,sample01005,nk_cell,0.151516335782398,15508,102352
1006,sample01006,b_cell,0.08776465387165909,9132,104051
1006,sample01006,cd4_t_cell,0.24093953926439918,25070,104051
1006,sample01006,cd8_t_cell,0.3212943652631882,33431,104051
1006,sample01006,monocyte,0.18905152281092927,19671,104051
1006,sample01006,nk_cell,0.16094991878982423,16747,104051
1007,sample01007,b_cell,0.11655428035546822,10440,89572
1007,sample01007,cd4_t_cell,0.29009065332916534,25984,89572
1007,sample01007,cd8_t_cell,0.2059125619613272,18444,89572
1007,sample01007,monocyte,0.16930513999910687,15165,89572
1007,sample01007,nk_cell,0.21813736435493233,19539,89572
1008,sample01008,b_cell,0.05017236807212941,4730,94275
1008,sample01008,cd4_t_cell,0.2637496685229382,24865,94275
1008,sample01008,cd8_t_cell,0.24181384248210025,22797,94275
1008,sample01008,monocyte,0.12379740121983558,11671,94275
1008,sample01008,nk_cell,0.32046671970299656,30212,94275
1009,sample01009,b_cell,0.12232857810276078,11259,92039
1009,sample01009,cd4_t_cell,0.28950770868870807,26646,92039
1009,sample01009,cd8_t_cell,0.2693206140875064,24788,92039
1009,sample01009,monocyte,0.20911787394474082,19247,92039
1009,sample01009,nk_cell,0.10972522517628397,10099,92039
1010,sample01010,b_cell,0.08191778662357624,8314,101492
1010,sample01010,cd4_t_cell,0.2866235762424625,29090,101492
1010,sample01010,cd8_t_cell,0.26623773302329246,27021,101492
1010,sample01010,monocyte,0.1866846648011666,18947,101492
1010,sample01010,nk_cell,0.17853623930950221,18120,101492
1011,sample01011,b_cell,0.08318194856104791,7830,94131
1011,sample01011,cd4_t_cell,0.23808309696061872,22411,94131
1011,sample01011,cd8_t_cell,0.33315273395587003,31360,94131
